sentence,label
You can read statistics,1
It does not matter,1
"Unless you live here, you don't really know how one street will perform compared to another street",1
My husband is a Detroit native and he has a really good sense of really good places to buy properties,0
"In Detroit it is like block by block, or street",1
"You go one street over, it can be the end of your investment",1
Another service that we offer is the renovation,3
That is another part that my husband does and when he renovates the houses he does it such that we get as few calls as possible,1
"So when our investors are first buying the properties that first year, the repairs are very very minimal",2
Then we also offer tenant placement,0
That is where I come in,1
I have quite the extensive background checking that I do,1
It even includes visiting where they currently live,0
Which can be a real eye-opener,2
Then we also offer one of the best insurance rates of any other Detroit landlord that I have ever talked to,2
"That was through a lot of research and we are really happy with this insurance company so that is something we can help you with when you become an investor, is a really good insurance rate",2
We also are great about the taxes because we have our contacts in Detroit that help us make sure that we have the best amount of taxes due that they are fair and reasonable,1
Another thing that we are able to do is guide you through a 1031 exchange,1
We have experience with that,1
,0
"We know the timing of it all, so we are happy to work with you through that",1
We can also help you start your own LLC if you don't want to own the house in your own name,0
and mother died and she loved to cook and she loved to quilt and all the sudden the daughter takes up cooking and quilting,1
,-1
Does that make any sense and simplicity is the mom is in the daughter space the daughters in the mom space,-1
"Hi my name is Jessica, and you can't really tell now, but awhile ago I really struggled with losing weight.",-3
"I tried so many different diet plans that all turned out to be bogus, I was so frustrated that I was still overweight!",3
My weight problem was starting to really effective my life.,-2
"I was very self conscious about my body, especially around men, and my self esteem really plummeted.",-2
"Then I ended up seeing Dr. Oz talk about how raspberry ketones are supposed to help you lose weight, and I wasn't really sure if it would really work.",1
"But then I had a friend of mine tell me how a product called Raspberry Ketones Max actually helped her to lose weight, so I decided that I wanted to give it a shot.",2
"Now I have to say, that I am SO glad I found out about it!",3
that the environmental challenge is the great challenge of our age,-1
Every generation faces its own unique set of challenges,1
"In the past, we've had folks who've worked to bring about greater civil rights for certain parts of the human population",0
We've had folks who've worked to transition us to new technological forms through the Industrial Revolution,1
We've had folks who've been in generations that have had to fight great wars against fascism and so forth,-1
"This particular moment is really, I think, about making sure that human activities are ultimately compatible with ecological realities",1
"If we don't sort this out, nothing else matters",-3
There's a quote from a guy I know named David Oren,0
David and I taught a workshop together some years ago,1
"And during that workshop, David said something that has stuck with me and resonated ever since",2
"first global more than ever because more than ever the world is becoming a fragile environment in which billions and billions of people are more and more dependent on the great advantages and opportunities of technology, the Internet, water, food, the environment, all of which in order to sustain it and make it more available to millions of people is going to require more and more innovation in every aspect of engineering that we now do",2
"I've raised money from over 50 different investors ranging from venture capitalists, family offices, and individual angel investors.",1
One secret I discovered was Investor Relations.,0
"Hi, I'm Ashley Johnson with Expert Village.",-1
"By now, many of you are well into coursework that is the foundation for engineering.",1
"Hi, my name is Maria Emomoto.",1
IT EASY TO BE FOOLED BY THE RESULTS AND NOT DELVE INTO THE METHODOLOGY,-1
IT IS A GOOD THING THAT SOMEONE SHOULD DO THE GRUNT WORK AND FIGURE OUT WHICH WAS REALLY HAPPENING BEHIND-THE-SCENES,1
"ONE OTHER COMMENT I WANT TO MAKE, IT IS NO SURPRISE THAT A LOT OF MILLENNIAL'S, YOUNG VOTERS, ARE DISILLUSIONED BY THE ELECTION PROCESS",-1
A LOT OF THEM WILL HAVE CONSPIRATORIAL ANSWERS WHEN YOU ASK THEM WHY THEY ARE NOT POLITICALLY ACTIVE,-1
"THEY FEEL LIKE THE ELECTIONS ARE RIGGED, MY VOTE DOESN'T REALLY MATTER, I CAN'T MAKE A DIFFERENCE",-2
"THE REASON WHY IS NOT BECAUSE THEY ARE AGAINST ESTABLISHMENT, THEY ARE AGAINST THE PROPAGANDA MACHINE THAT EXISTS",-1
IT'S DIFFICULT TO FIGHT AGAINST THAT,-1
"HI, I'M NANCY-ANN DEPARLE, DIRECTOR OF THE WHITE HOUSE OFFICE OF HEALTH REFORM AND I'M HERE FOR MY WEEKLY UPDATE ON WHAT WE'RE DOING ON HEALTH CARE REFORM AT THE WHITE HOUSE.",1
CONGRESS IS WORKING HARD ON PROPOSALS FOR HEALTH REFORM THIS WEEK THAT WILL CUT COSTS AND ASSURE QUALITY AND AFFORDABLE HEALTH CARE FOR ALL AMERICANS.,1
"HERE AT THE WHITE HOUSE, WE ARE CONTINUING TO MEET WITH AMERICANS WHO ARE STRUGGLING WITH THE HIGH COST OF CARE.",2
LAST WEEK WE MET WITH SEVERAL SMALL BUSINESS OWNERS WHO TOLD US THAT THE COST OF HEALTH INSURANCE IS PREVENTING THEM FROM HIRING MORE WORKERS.,-1
"IN FACT, ONE BUSINESS FROM NASHVILLE TOLD US THAT THEY HAD TO LAY OFF 15 WORKERS OF THEIR 55-MEMBER WORK FORCE.",-1
"SEVERAL BUSINESS OWNERS SAID THEY ARE CUTTING BACK BENEFITS, AND ASKING EMPLOYEES TO PAY MORE OUT OF POCKET.",-1
"NEXT WE WILL BE MEETING WITH FARMERS, RANCHERS AND FISHERMEN -- THE PEOPLE WHO PRODUCE FOOD IN THIS COUNTRY.",2
"MANY OF THEM ALSO SAY IT IS HARD TO FIND AFFORDABLE HEALTH CARE COVERAGE OUT IN THE HEARTLAND, AND THAT THE COST OF THEIR CARE CONTINUES TO RISE.",-1
"I'm Samantha Deutscher for Investmentpitch.com Brisio Innovations is one of the latest new listings on the Canadian Securities Exchange, formerly known as the Canadian National Stock Exchange, and is trading under the symbol BZI.",1
"Concurrent with its new CSE listing, the company changed its name from Netco Silver and at the close of business February 11th voluntarily de-listed from the TSX Venture Exchange.",-1
"Brisio Innovations is focussed on the acquisition, development and marketing of software applications for mobile computing devices, including smart phones, tablets, and wearable computers.",1
"The company has purchased all rights, intellectual property and online assets associated with the ""On the Fly -- Voice Translator"" mobile application that recognizes speech and text and translates into more than 70 supported languages.",1
"With this app, users can: - Look up definitions and meanings for common words &amp; phrases, just using your voice - Instantly start a voice to voice conversation - Email and send SMS translations to friends and family The app is available for iPhones and iPads and can be purchased on iTunes and the Apple App store for $2.99, and is available at https://iTunes.apple.com.",1
"This was followed by the acquisition of a portfolio of 40 applications, bringing the company's total number of mobile software applications to 41. This portfolio focuses on health and wellness and gaming apps, and has an established and growing user base, which currently generates consistent monthly cash flow from the 400 to 500 daily downloads.",2
"Paul Andreola, President &amp; CEO stated, ""Brisio continues to execute its business model of acquiring apps that will generate significant returns for the company.",2
This latest acquisition grows our install base substantially and will greatly contribute to the Company's monthly cashflow.,2
We will also commence translating these apps for Android devices to greatly expand our potential install base.,1
[Music playing] So in graduate school I just come from rapid start up of environment and a lot of the entrepreneurship courses were focused around the more theoretical component,1
Taking tests and writing papers and while theory is important my co-founders and I are believe is the best way to learn entrepreneurship is like doing it the practice of it,1
The idea was three-day startup is that the best way to learn how to start a company is by starting the company,1
We get students together over a weekend for three very intense days of starting a company,1
I think I was really surprised about some of the skill sets but a lot of Davidson students could bring to the table on such a short notice,1
"And the fact that we were able to produce a functional prototype in three hours that would actually be downloaded onto a phone and actually do what it was supposed to on such a very short-term basis, I thought that was really amazing and showed me the potential of Davidson to create something on a short-term basis",1
what we could do if you actually devote large amounts of time to it,2
I wanted to learn more and I wanted to grow my understanding of what it meant to be in business and what it meant so start your own business,1
So I saw this there's an awesome opportunity when we went out and we talk to customers about if they would like our products and it was an intense instigator like process that I thought was an incredible opportunity and something that I'm so fortunate Davison allowed for it to come to campus,2
Initiatives like this provides students a space to reimagine the possibilities of where the liberal arts can take them,1
"It provides space for exploration of possible career pursuits, of places where your passions can plug into what you've learned during college",1
It's a singular opportunity to just find where your leadership strength emerge and to really realize your identity in a new way and to get a full experience that Davidson offers,2
"The rate of change in the world is increasing, right",1
"This is happening through technology and a number of other factors, but innovation and entrepreneurship moves incredibly quickly",1
By having these programs here is equipping the students to have really great careers and really great lives,2
Everyone should take the opportunity to get involved some entrepreneurship programs if you never know what lessons you can learn from them,2
Why is abortion so important to you people?,-1
What is it about that procedure that's so important to you?,-2
"First of all, we're not ""you people,"" so I'd like to first address that.",-2
"""You people"" is not appropriate, I don't believe, for this forum.",-1
This is financial advisor Patrick Munro discussing what is a notary bond.,0
"Greetings and welcome to the Chapter Guide for the Class Presentations of Chemistry 222. In Chemistry the topic for Class Presentations will be compounds, and your first goal is to reserve a compound with me, the instructor that you want to present on.",1
"I want everybody to present on a different compound,  that's why I'm making you go through a ""reservation system"". Possible compounds would be things like ethanol, acetone, sodium chloride, I'll even accept things like DNA and various other related species.",2
"If you don't know what to pick, please talk to me and we'll figure out something that sounds interesting to you.",0
"Once you have a compound reserved, you should start working on a paper and a presentation that you'll give towards the end of the term.",0
"The paper itself will be about five pages long and you'll need a title page and a separate list of  references, and all of this information can be found in the Class Presentations Frequently Asked Questions or FAQ which can be found in your syllabus.",0
The presentation itself should be no more than five minutes.,1
"Hello, my name is Vic Schumacher, the company is HPE Financial Services.",0
JOE WILES: We're counting down the top 80 most downloaded guitar tabs on the internet.,0
"This is a list that's been compiled from ultimate-guitar.com, 911tabs.com, and guitaretab.com.",1
My name is Phillip Beningoso I'm an investment professional and I'm going to be discussing how to calculate return on a stockholder's equity.,1
"Now return on equity or stockholder's equity, R.O.E.",0
is one of the most important financial measures to consider when evaluating a business for possible investment.,0
That tells you how much profit the company is making with the money invested by stockholders.,2
Let me give you a couple of steps here for calculating and understanding R.O.E.,0
Hi I'm Jonathan Ayres with Network For Success and today we're going to talk about what is high level language?,0
Well gosh another technical term that is very complex and the average person could probably not ever have anything to do with high level language because this is talking about programming of computers and programming of computers is very complex but let's just talk real quick about what high level language is.,1
The first therapy dog on record was Smokey a four pound Yorkshire Terrier who was found in a foxhole in New Guinea.,0
She flew in 12 combat missions then worked with wounded soldiers at the 233rd combat hospital.,1
"Hi, I'm Mike Campbell at Doggy Styles in Beverley Hills and I'm here to talk a little bit about increasing retail sales.",-1
"I think that it is important first to note that different industries, different fields are going to use different methods to increase their sales.",0
"For instance, this is a pet store, we don't have a lot of competition close by so its very easy for me to standout.",2
I don't need to do as much advertising and promotion to let people know that I'm here.,3
"Once they're aware of this store, they remember us and they don't confuse us with other stores.",1
"On the other hand, I have a little woman's clothing store that just opened up next store.",-1
"Its going to be much more important for them to do a heavy amount of advertising and promotion and marketing trying to get their name out there, trying to get people to recognize them and know them from the clutter, from all of the other woman's clothing stores.",2
And there are probably 30 woman's clothing stores in the three block radius of my store.,2
"So for me, its much easier to get that awareness.",0
The awareness is really key to increasing the sales.,2
"Its not just the amount of money people are spending when they come in, its getting more people to come in and spend that money.",-1
In terms of I had 13 out of 16 of my students get a D or below in sentence structure,-1
It was the same thing,0
Once we’ve analysed that data we identify stage targets and this is what drives our whereto next,0
So once we’ve got that whereto next we know what we need to go back and explicitly teach in the classroom,1
We also meet again for another data day where we bring all those samples back,0
"We have that consistent teacher judgment just to make sure still we’re on that same page: What’s your As, Bs, Cs",0
And those target students that we identify that we were going to track for growth we check in to see if they’ve made that growth,2
,0
,2
My name is Maurice Williams I'm the owner of move well fitness a personal training in Lifestyle Fitness studio in Washington DC and I am so fortunate to Have the opportunity to have Stacy Wischer's Fitness Fix Monthly Newsletters Prior to working with her and having her newsletters that are just very simple to just put into my infusionsoft account and rearrange a few things and in Ten minutes or less I can have them sent out,-1
Prior to that I was spending easily two to three hours finding information to put it in into the prior Newsletter format that I add and It was very tedious,2
"I did not look forward to the days when I had to do it, but now that I have her program It's so simple for me to do that in addition to the newsletters, We also get weekly social Media or Daily social media things that we can post to our various social media accounts",1
Whether it's Twitter or Facebook ETC and same thing I had to kind of search and dig deep for information but now I have all that so it's Simple fix for me,2
"Hi I'm Chris Morales, I been in practice of criminal defense for over 20 years now.",1
I always get a lot of questions about sentencing.,0
So I want to go over the basics of sentencing with you today.,-1
There are three types of crimes there is infractions there are misdemeanors and there are felonies.,1
For infractions the most that happen to you is a find and you cannot go to jail if you are convicted of an infraction.,0
For misdemeanors the most time you can do in jail is one year.,0
That's the maximum for a misdemeanor.,0
"Hi there, I'm Tracy Goodwin, and I'm the red sweater lady.",1
out to create something that would perhaps encourage someone to follow Hannah's path,1
"But I have seen a lot of articles that mention this psychological effect where after you're exposed to suicide, suicides go up",-1
"So because of that effect, if people who are already in a bad place watch this show, the show could lead them to even worse places and that's not what anybody wants",-1
"But I don't know if that means that shows shouldn't have any graphic, dark scenes at all",-1
"If those things are always censored, then I wonder how impactful of a discussion could be started",1
"So speaking of discussion, I feel like that's where ""13 Reasons Why"" deserves quite a bit of credit",1
"I think ""13 Reasons Why"" has reached a very large audience and because of that, it's stimulated a pretty big discussion",1
"Hello this is Bobby Cox, Commissioner of the Indiana High School Athletic Association, here to provide for you today a summary of the January Executive Committee Meeting",1
Today with the committee entertain three proposals from the Indiana Association of Track and Cross Country Coaches with respect to changes in sports of track and cross-country,0
The first proposal set forth by the Association was to allow a student athlete to be entered into for event excluding relays in the IHSAA tournament series,2
The committee after a long discussion decided to table that proposal and they will come back and seek more information from the Track and Cross Country Coaches Association to make a decision about that proposal,0
The second proposal was a proposal to increase the number of semi-state in the sport cross-country from 4 semi-states to 5 and alter other levels of the tournament,1
That proposal was failed 0 to 19,0
And finally the third proposal set forth by the track and cross country Coaches was the opportunity to substitute a pre-designated alternate in the event of a student-athlete being injured during the meet and that student being able to fill the lane or fill the position during the meet,0
That proposal past 19 to 0,0
The Committee also heard today to financial reports for the fall sports and the football financial report,-1
I'm pleased to report to the membership and to the public that the football tournament revenues increased from 2015-16 and the fall finance report also reflected an increase from previous years,1
"I'm really like to remind our viewers to join us for the talent show for the 42nd annual IHSAA Girls Basketball state finals the bearing show will be shown on Fox Sports Indiana, Sunday January 15th at 6pm",0
We will also be web streaming our broadcast on IHSAAtv,0
org and over the radio waves with our affiliates in the IHSAA Champions Network,1
I am a Realtor in Colorado and a happy customer with Qazzoo!,1
I have been with them for a few months.,3
the hardest work that you will ever do,-1
It goes deep down to the deepest core of who you are,-1
Deep down to the deepest core of your pains and sorrows that you've been dealing with for a lifetime,-1
Those are not rooted out easily—any more than weeds that have grown up over a long period of time are rooted out instantaneously by simply wishing them away,-1
"With physical weeds, you need to get into the dirt",0
You need to get close to the root,-1
This question comes from Cory on Mint's Facebook page.,1
And this is Cory's question.,0
"What is the best way to pay off $32,000 of student loan debt?",0
Cory that's a very good question.,1
It really depends on the interest rate that you're paying on that student loan debt.,1
"There are certain types of student loans that have very, very good interest rates-- 2 1/2%, 3 1/2% and in many cases, that interest is tax deductible.",0
"The President: Everywhere I go across America and around the world, I hear from people -- especially young people -- who are ready to start something of their own, to lift up people's lives and shape their own destinies.",2
"That's entrepreneurship -- that spark of prosperity that creates new jobs and new businesses, new ways to deliver basic services, and new ways of seeing the world.",2
"That's why, since 2010, the Global Entrepreneurship Summit has brought together the best innovators, thinkers, social entrepreneurs, and investors to a different region of the world -- from the United States to Sub-Saharan Africa.",2
"And I've seen firsthand what a difference it can make for entrepreneurs, especially for women and people from marginalized communities, to connect with each other and get feedback on their ideas, to build the networks that can help turn their dream for a business or program or app, into reality.",2
"This week, innovators around the world are marking Global Entrepreneurship Week.",2
"I'm calling on the private sector, foundations, investors, and universities to help us increase opportunities for all entrepreneurs, no matter who they are, where they're from, or what they look like.",2
"And I'm pleased to announce that next year, the United States will once again host the Global Entrepreneurship Summit.",2
It was one of my first cases.,-1
A mortgage company was scamming people out of their homes.,2
"But that cloak's very special, because the women-- my Wiradjuri sister that sang us in, she actually made that cloak for me",2
And those things made it extraordinarily special,1
The North Atlantic Council has just discussed the situation in Syria and in particular the horrific use of chemical weapons around Damascus on the 21 of August.,-2
"We condemn in the strongest possible terms these outrageous attacks, which caused major loss of life.",-3
NATO Allies expressed their full support to the ongoing UN investigation.,3
They deplored that the Syrian regime failed to provide immediate and secure access for the United Nations inspectors to the sites of the attacks.,-1
The Syrian regime maintains custody of stockpiles of chemical weapons.,-1
Information available from a wide variety of sources points to the Syrian regime as responsible for the use of chemical weapons in these attacks.,-2
This is a clear breach of long-standing international norms and practice.,-1
"SCItv was created to bring you relevant information from experts about your career, the classroom, and life after SCI",2
"I'm Alison, community manager at Southern Careers Institute and this week we're talking about employers creeping on your social media",2
"YES, this is happening",1
You know how stressful the job hunt is and after a hard week of interviews and call-backs you cut loose at your friend's birthday party and when the pics are up maybe you're tagged in one that's looking like you're having a little too much fun? It happens to all of us but did your recruiter see that photo? We turn to the smarties at the American Genius and Jobvite to find out,2
"In a word, yes",2
Whatever you're willing to put out there on social media is accessible by anyone at any time,-1
"It is difficult for an employer or a recruiter to resist looking at an applicant's social media feed, practically making it a part of the process",-2
A whopping ninety-two percent of recruiters look through a social media feeds of the applicant that's applying for jobs that are open,-1
The infographic from the 2015 Recruiter Nation study found that what they look for can be broken down into nine categories their feelings towards each category was represented in percentages of either positive negative or neutral,-1
The top negative feelings that recruiters had towards social profiles were spelling or grammatical errors in posts or tweets and reference to marijuana use,-1
"So, in summary what are three quick things that you can do now to make yourself look better towards employers? Make sure your autocorrect is on for both iphone and android phones the link is in the show notes for how to do this",1
On a computer i swear by Grammarly,0
"It check your spelling and grammar is a plug-in for your browser, it's easy",1
"Untag yourself from any photos that have any semblance of a day, pipe, bowl",1
,1
,-1
"you don't want to be getting into that conversation being like, ""it wasn't mine"" with a potential employer",1
,1
,1
yuck! While you're at it would be safe to remove anything that sexually-explicit or related to alcohol consumption,-1
Fifty-four percent of recruiters felt negatively towards it,2
"Lastly, you can just update your privacy settings so that it's only showcasing what you're doing to close friends or family",-1
emphasis on health inequities,0
"Public health has been concerned for a long time, particularly in Toronto, with what makes people healthy or unhealthy and what we now call the ""social determinants of health"" have been a preoccupation public health and Medical Officers of Health for a long time",1
"My predecessor a century ago Charles Hastings, who we talk about sometimes in this organization, campaigned for the improvement of income levels and better housing for people because he recognized that those were key factors determining whether people were healthy or not",-1
"Ernst &amp; Young's Customer Experience Series, has found the cost of electricity was one of the most significant ongoing expenses for consumers after rent or mortgage payments, with 92% of customers reporting that electricity bills accounted for a moderate to high amount of their total household running costs.",0
"However, while the increasing size of electricity bills is weighing heavily on the minds of most Australians, perceived barriers such as time, effort and a lack of clear information is preventing them from switching service providers to seek a better deal.",-1
"Good morning, I'm Ryan Misner, Assistant Director, Examination here at NCARB",1
"Today is Thursday, April 13 and I just wanted to check in with you quickly and give you an update on where we are related to score report releases",1
"If you've had a chance to log into your NCARB record this morning, you may have already seen that our score reports have been released for Programming &amp; Analysis",1
"And if you haven't had a chance to log in, you might want to do that because you probably have a score report waiting for you",1
That means we have two more score reports to get out and those are in process already,0
Project Management and Construction &amp; Evaluation we're hoping to get out the very beginning of May- ideally that first week but we'll be in touch about a specific date on when you can expect those score reports to be released,2
"For those of you that passed, congratulations! For those of you that didn't, that's okay too especially if you were one of our early testers and took advantage of those early tester incentives",2
Look for that free seat credit to be applied to your NCARB record by the beginning of next week or so,2
"Whether this was your first test, your last test, or somewhere in between, there are a lot of resources available for you as you begin to study or study for a retest",2
,0
,2
What happens if I am hit by a person who does not have insurance or who does not have enough insurance to cover my damages?,0
"First off, California requires that every driver carry a minimum liability policy.",0
The minimum policy is what's known as a 1530 policy.,1
"But the reality of the situation is since there's so many people in California, a lot of people don't have insurance, or a lot of people don't pay their insurance on time.",2
So you cannot rely on that person to cover for your damages.,1
"If you are hit by a person who has no insurance, you may have the option to sue them.",1
"You may get a judgment against them, but getting a judgment does not mean you're going to get paid.",0
You have to collect on this judgment.,-1
The chances are people that have no insurance are not going to have the assets necessary to pay out this judgment.,-1
"Secondly, collecting on a judgment is not a fun process.",-1
The value of digital marketing in today’s marketing venues is that you’re able to reach people that you haven’t been able to reach before.,2
I can’t make you watch television when my commercial airs.,3
Hopefully I can get something to you in the mail.,1
"But when something, somebody is actually going out there and doing some research or looking at something else, you have the opportunity to reach them in many ways through banner advertising, through enthusiast sites, to your own site.",0
So it really gives you the opportunity to reach people in more areas.,1
Some of the great successful stories that we’ve had in the campaigns that we have used is really talking about student successes and their outcomes.,1
John Holdren: Hello everyone.,2
"I'm John Holdren, President Obama's science and technology advisor.",2
I wish I could be with you today for this celebration and personally congratulate you on the official opening of this extraordinary new facility.,1
"But while official duties are keeping me in Washington, I do want to give a big shout-out to NASA and to architect Bill McDonough and his team.",2
"You can all take great pride in this extremely green building, which I understand is designed to be the highest performing and most energy efficient building in the federal government.",2
"President Obama has noted that...quote...upgrading the energy efficiency of America's buildings is one of the fastest, easiest and cheapest ways to save money, cut down on harmful pollution and create good jobs right now...end of quote.",2
"And I know I'm speaking for him, as well as myself, when I say that it's great to see NASA taking that advice to heart, applying some of its most advanced technologies, right here on Earth, to create a building that achieves a platinum rating for environmentally sustainable construction.",3
Sustainability Base at Ames will generate more electricity that it uses over the course of a year.,1
It will use 90-percent less potable water than conventionally built buildings of equivalent size.,1
"Its maintenance costs will also drop, though the use of some of NASA's most advanced intelligent control technologies, originally developed for our nation's human and robotic space exploration missions.",1
"In short, this new building represents a better way of doing business for NASA, the federal government and the American people.",1
,1
But the one that looms largest is Russia,0
A leaked intelligence report indicates that Putin and the Russian government may have compromising material on Trump,-1
But we don’t need unverified reports to know that the relationship between the two is odd,1
Trump and Putin launching a mutual admiration society of sorts,-1
Do you want to be complimented by that former KGB officer,-2
"Hi, I’m Stephanie Ciccarelli, co-founder of Voices.com.",1
"In this video, you’ll learn how to upload and feature your demos at Voices.com.",2
You’ll also discover how to best promote them to clients.,0
"Since audio is not something you can technically ""preview"" before listening, descriptions and keywords are very important.",1
"You need words to attract prospective customers, build trust and identify what it is that the listener will hear before they choose to click play.",2
Your demo may be what determines whether or not you book the job but it's TEXT that attracts people to your demo and encourages them to listen.,2
"Remember, the Internet is a visual medium.",2
The Internet is also text driven.,2
"Since audio cannot be ""previewed"" or heard before actually listening to it, text is required to set the tone for what someone is going to hear before they hear it.",1
PwC US today announced the expansion of its health industry research arm to include a new team focused on healthcare policy and regulatory issues.,2
This next clip is on how to pick a theme for your convention.,0
If at all possible you really want to pick something that you know.,1
It's very difficult to put a convention together using subject matter that's completely unfamiliar.,0
So pick something you know.,-1
"I personally know science fiction, I personally know anime.",1
to the length of a 30-mile fiber optic cable,1
"To equal the power of the petabit fiber, the Pony Express would have to deliver 53,687,091 bags of mail",1
"Or, 34,359,738,368 individual letters every second",0
But is that fast enough,0
"On the cosmic scale, transmission delays can be a real kick to the cosmic pants",1
Take the Curiosity rover for example,2
It landed on Mars and it took 14 minutes for a transmission from the rover to get to Earth,2
"14 minutes, that's half an episode of Jeopardy before you find out if the rover landed safely or if Jawas had sold it for scrap parts",1
So is there a way to communicate faster than the speed of light,2
It's time to get a little spooky,2
One of the checks we just established is we need to make sure that the packets we sent to the device come out and look exactly the same.,0
So we need to compare two packets and all their fields.,1
"Now we could write a method to achieve that ,however there are some shortcomings with this.",1
"The first one is, not all the fields which we, which we have in the packet are actually sent to the device.",0
"For example, packet kind is only used to guide all generations.",0
"Hi, this is Laura Turner and today we're going to talk about how to teach writing dialogue to students.",-1
Dialogue is very important to writing plays and screenplays.,0
{\rtf1\ansi\ansicpg1252\cocoartf1138\cocoasubrtf320 {\fonttbl\f0\froman\fcharset0 Times-Roman;\f1\fswiss\fcharset0 ArialMT;} {\colortbl;\red255\green255\blue255;} \margl1440\margr1440\vieww10800\viewh8400\viewkind0 \deftab720 \pard\pardeftab720 \f0\fs24 \cf0 \ \pard\pardeftab720 \f1\fs30 \cf0 Unless you have ostrich'd your head in the sand for the past decade I'm guessing you have heard of YouTube...so have billions of others.,1
"\f0\fs24 \ \f1\fs30 As I stated in My 2012 Goals, my goal is to hit 10,000 Youtube subscribers this year.",0
This series on YouTube Traffic Tricks will show my step by step strategies on how I get there and how you can too.,0
"\f0\fs24 \ \f1\fs30 If you are interested in how to take your company, business, or niche site to the next level, this series of articles will help you get started using YouTube.",1
\f0\fs24 \ \f1\fs30 YouTube gets over 3 billions video views a day.,1
"\'a0Yes friends, you read that correctly.",1
"KPMG's business first approach focuses on helping clients understand the information needed to outperform their peers, better engage with their clients and manage risk and uncertainty has got them cited as a category leader in the third quarter 2012 Forrester Wave ""Business Technology Transformation"" report.",1
"RADHIKA COOMARASWAMY: I think the purpose here is to try-- so far, a lot of the discussion on sexual violence has been in the Security Council of the United Nations at the moment, the last two years.",1
I think the idea is to try and get the Human Rights Council to also make this a high profile issue.,-1
To get as many delegations on board with regard to this.,-1
"So I think the purpose of today's session was to try and really bring the profile of the issue to the council here, and to emphasize the need for a human rights framework with regard to this issue.",0
"And to focus on the survivor, the victim, and her needs and her rights.",1
I have a special [INAUDIBLE] on violence against women.,-1
In today’s world people are just so overwhelmed by information that you really have to set yourself apart.,1
"And I think that the digital tools such as YouTube and internet based information, we use TV infomercial mediums to educate our consumers about the Car MD product and technology.",1
"ROMERO BRITTO &gt;&gt; Hi, I'm Romero.",2
"As you post to the Discussion board this week, the Future of Distance Education, think outside the box.",1
What will it look like in 10 to 20 years and how will you play a role.,1
"Among India's growing middle class, there's a dawning of philanthropy, he says",0
Many people are attaining wealth at a much earlier age,0
CHANCHALAPATHI DASA: My parents probably would have a house -- we come from a middle-class family -- would have a house when they were probably 50 years of age,2
,1
"They still have a lot of disposable income, and they are genuinely looking for opportunities where their money can be used well for social development",1
FRED DE SAM LAZARO: Akshaya Patra is now the largest of several social enterprises doing school lunches,2
"We're wrapping up our campaign stop in Winnipeg today speaking with elected officials and regular Manitobans about CDN oil &amp; gas, jobs, &amp; the economy",2
Manitobans are excited by the opportunity for growth and development and are looking for ways to attract investment into the province,2
"Given the growing global demand for oil and gas, there are opportunities for all Canadian jurisdictions to benefit from our natural resources",1
"Whether it's helping meet power generation needs by using clean Canadian natural gas, or looking at ways to attract investment in building the infrastructure to bring our oil &amp; gas resources to the rest of the world, Manitoba is up to the challenge",1
"We encourage Manitoba to support the building of Energy East, and look for ways to bring more oil and gas jobs into the province",2
Canada's oil ndustry benefits the entire country and there are many ways we can help it grow and increase those benefits for Manitobans and all Canadians,1
"From consuming our own responsibly produced resources, to being a part of the network that helps bring these same products to the rest of the world",1
Thanks to our hosts in Winnipeg &amp; we look forward to spending more time in Manitoba,2
I'm Sarah Pruitt and I'm a research assistant professor here at Yerkes,0
I'm also the director the Biomarkers Core Lab,1
We're an assay services facility,1
It's been in existence for about 30 years and traditionally it's focused on steroids and small peptide Ramon analyses,1
I'll be heading up the lipidomics core,1
We're gonna be looking the lipids in red blood cells and bone marrow aspirates,0
"Lipidomics is where we take a substance of any kind, you can look at plant material, you could look at human material, you could look at just in our case, with this malaria project we'll look at the red blood cells and bone marrow aspirates and try to evaluate all the different kinds lipids that are there, and lipids are just fats",0
"So anything that is basically not water-soluble, you would have seen this in cooking at home and we're going to look to see if we can evaluate all the different kinds in a qualitative sense where we don't try to give you a number of how much is there back out, but just what types lipids are present and we're also going to do some more rigorous quantitating",1
Where we evaluate how much of individual molecule types are present in response to the malaria infection,0
Well it's its really a great opportunity,1
"I'm Mike Campbell, with Doggie Styles, in Beverly Hills, California, and I'd like to talk a little bit about how to price crafts.",1
"A lot of the merchandise that we have, comes from very small vendors.",0
"the red bird, so get out the pepperoni",2
"After you’ve made an outline with olives for the red bird, on your pizza, take your pepperonis and just fill it in",1
Leave room for the eyes and the beak,3
,3
"We’re all done with the red bird, and now we have the last pizza, which is going to be the bomb bird pizza",2
"And it’s gonna be all veggies, with rayo… And you put it in this little plastic bag, just like I did on the Game of Thrones pizza with the barbecue sauce",1
"I’m using light, I don’t know if that matters, probably not",2
"Mostly, that third-party channel gives you reach capacity",1
They are also what they customer is looking for because they just want the product,0
"In order to make it easy for them to get the product as quickly as they can Going through Main Street, which is the top of the Maturity Model, at Main Street, buyers know how to buy this stuff",1
"and they'll start dictating to you, how they want to buy it",1
"Main Street buyers are going to say, you know with respect, I know that you want to sell through this third party channel but i wanna buy from you directly",1
There are many different vinyl fence companies and manufacture lines available for you to purchase a vinyl fence.,1
"Some key factors and indicators that you should look into before you purchase a vinyl fence, are the following.",-1
